E1,E2,E3,E4,E5,E6,E7,E8
2.2923,-7.7351,8.4942,6.5242,-2.6623,6.6311,-3.2008,-5.3206
-2.3460,9.6997,1.8027,8.1674,8.3904,-9.8581,-2.6433,2.4362
4.2166,-7.4774,6.5667,7.5655,-1.7858,5.6448,-1.7799,-6.0061
-6.1165,-6.7485,7.8257,-0.3366,2.9878,6.7123,-3.7511,-1.9794
3.5626,-5.8565,7.2894,7.2577,-0.5970,4.0729,-5.2298,-4.6906
3.2354,-8.5742,6.6485,9.1027,-1.9087,6.7175,-3.8556,-5.6164
1.9082,9.2568,-8.2913,-2.3573,7.2453,3.8424,1.3254,6.7194
1.6257,7.8723,-7.7414,-2.3877,6.1734,1.2933,2.1484,7.5546
2.3003,8.2699,-6.3243,-1.0945,7.3844,2.3724,2.8133,8.9679
-6.3541,-5.8093,6.5853,-0.1771,4.4154,6.7306,-4.0299,-3.5768
-6.9673,-5.8701,6.6782,-0.5479,4.7945,5.2486,-3.1579,-2.7446
1.0205,8.2159,-7.2862,-1.2818,7.1471,1.8821,0.1822,8.4216
2.1135,8.9532,-7.4980,-1.0349,8.0326,2.0035,2.6891,7.7901
-8.0238,-5.1851,-8.5521,-5.8180,-8.1884,9.8111,9.0710,2.3670
3.7369,-7.8359,6.8496,7.1662,-1.8738,7.6171,-3.9421,-6.2330
0.2981,9.0820,-8.2726,-0.9712,7.7956,1.0612,0.3018,8.3625
3.6302,-8.2388,6.3287,7.9909,-0.8621,5.5467,-1.8107,-5.2791
0.2710,8.5800,-8.7537,0.0489,7.2965,2.6112,1.7138,10.4039
-8.1770,-4.3644,-9.8482,-5.9623,-8.7054,9.0413,9.1996,2.4437
-4.0250,10.0692,3.5670,7.8909,8.5274,-4.7250,-3.2850,5.8551
1.0516,-8.9599,6.9313,8.8386,-1.3600,6.2149,-3.4688,-5.7368
2.1906,-7.2672,8.9186,5.6634,-2.2268,6.5385,-2.6965,-6.1646
-3.8003,-7.2330,7.5620,-0.0799,2.8537,5.5330,-4.3651,-2.5102
-3.6466,9.1476,3.0273,10.7810,8.1607,-7.9142,-2.8683,4.5251
-7.6365,-2.9847,-8.7565,-6.2269,-7.7611,8.5003,10.0024,3.9244
-8.1418,-8.5039,7.7883,-0.0377,3.4028,5.9108,-4.6200,-1.8370
1.4232,8.7216,-7.3597,-0.1110,7.2953,3.9225,1.8461,9.5604
1.2922,9.8575,-6.8500,-1.4310,8.8354,3.7119,1.1790,8.7802
-3.7039,9.0292,3.0823,9.4948,7.3287,-8.8686,-3.6215,3.9246
1.9412,7.7793,-6.8333,-2.0934,8.1950,1.2683,1.9657,9.2329
-6.5174,-6.4129,5.8516,-1.8134,1.6658,6.8458,-3.4019,-0.8808
-3.6550,9.1957,3.9141,7.7939,7.5648,-9.8953,-1.3424,3.8024
-3.4467,9.8805,5.3963,6.7857,6.0538,-9.4773,-4.4433,3.7314
4.3749,-8.7492,7.2386,8.3728,-1.9881,8.0990,-3.7298,-6.7198
-7.8218,-2.3565,-8.4722,-5.2319,-9.2582,11.7584,11.7386,3.4907
-2.8067,9.2891,2.8171,8.8577,7.7271,-8.4097,-2.7938,4.9892
4.7442,-6.6407,7.9286,6.1690,-2.7636,7.1330,-3.5735,-6.0883
1.8380,9.1767,-6.7681,0.0477,8.4229,2.4555,2.7771,8.2270
2.3130,7.1485,-6.0067,-1.5011,8.2503,4.3144,0.8245,8.9729
-5.9629,-8.6938,8.5770,-0.5888,1.4063,5.9188,-4.4389,-3.6421
2.4760,-7.3203,5.7470,6.6933,-3.0558,7.4395,-1.9744,-5.7704
0.7576,8.6690,-8.4380,-3.1328,8.3467,3.4558,1.2340,8.7040
